distance,relative_speed,lane_deviation,steering_angle,acceleration,brake_pressure,weather_condition,road_type,alert_level
40.581311290499436,-18.89202426968282,0.7851170512077179,15.543269478800823,0.43197526970155664,39.363552027744205,0,0,0
95.31785910894203,2.5140568427014856,0.7409363972159995,26.701325747223507,1.8325939757999183,47.34356593750214,0,1,0
74.53942447208348,22.3767501525845,2.71876374156311,-22.457889108675094,1.5609655787409542,85.45473932021804,2,0,0
61.872555998718475,13.93349318457367,0.7486385995485183,11.238668964629902,-2.076600571837358,34.00043860598922,0,2,0
19.82177084203147,18.393668871686984,0.815849178385893,6.457138482937381,-2.1045031815511566,86.96496848121713,0,2,1
19.81947943193925,9.527002002643044,2.278194787253891,29.954733910944398,-1.39095379353052,8.813443097669149,2,2,0
10.517943155978948,11.536593871071148,1.3492195273516199,36.547835443313446,-0.8335516419537767,77.67984372086308,0,0,1
87.28673384861884,20.95173909391916,2.3301316708655437,-43.905890567035186,-0.5492665115491047,84.75476330547363,0,0,0
62.10592611560484,-15.019919468448844,0.19609847269315572,15.661792715291341,1.078183301000072,18.181765283733874,2,1,0
72.26689489062431,-0.6345021814115697,1.4627135810201528,-40.334778079224385,-2.6599174070049876,43.03465323722004,2,1,0
6.955526958101233,-16.727433490823866,0.1008408005498479,4.3972798569620295,-2.7919637746436017,16.54997746636556,1,1,2
97.14143595538945,29.260080479798823,0.18795961036606357,-19.11305438606896,-0.6485366223365459,70.66041289942177,0,1,0
84.08205087604007,26.643560381196792,2.719312360033233,-17.390106043007293,1.1829821528278828,53.534776806165674,1,1,0
25.172215514436235,-27.634391317889644,0.4177361133527855,-13.233734689287907,-1.8393879422611046,63.5323346708321,1,0,0
22.27337188467456,12.334510350941308,1.5972620468256513,10.916320414464913,0.8490268875375104,19.648696695621116,2,0,0
22.42342843607621,25.514899044939952,1.2332868078021195,-14.935503089810773,-1.4410311723582032,21.17458620524195,0,2,0
33.90301308115608,-19.16547929235999,1.0420299787765281,20.942914553125235,2.3165166528810985,4.149732550990636,0,2,0
54.851861005062595,4.076713833157768,2.699500037061817,-8.592535298351727,2.3741396655996994,32.20675351957297,2,2,0
46.034776771001,24.929297855282513,0.0654701903264685,-38.84821197210373,-1.216276774312041,55.97446613336749,1,2,0
32.66676831881398,-27.96324128485207,1.9913690585267672,25.538385823569655,-1.620037476220557,85.79349139973289,2,0,0
63.12602499862605,11.845216034810392,2.890183302640651,-19.28175078665646,-0.5321761676026124,66.69274474586807,0,0,0
18.251916761943974,-12.159059557646955,1.6805045503855258,-6.0509808360663655,-1.5568104889191077,43.53963233997514,2,0,0
32.75374161084572,25.463771722591822,2.8104673860992753,16.689949489971134,1.034303059750222,95.31201143941378,0,1,0
39.804375112900715,28.263494709922064,0.1567736378580713,-15.078945856615917,1.9563881072897136,71.92452005758318,1,1,0
48.32664850061841,26.655989346806038,1.2563799572224843,-39.90729094679559,1.038552785467302,93.016520286255,0,2,0
79.59171633233629,-1.5471470005521724,0.7804733728861535,-11.347105768846774,1.9461026834960968,52.75879732721657,1,1,0
23.969009305044175,21.722559059358808,2.1924628949421896,40.000372442487304,-0.6180470267551552,25.89042747931396,1,0,0
53.8522716492931,20.672963912104223,2.94389127149174,12.756095756870238,-2.0620981757468346,5.282668636472199,0,2,0
61.27938404189403,-10.853971605404663,0.7695901873327434,15.43312338004862,1.4277056843855531,72.60848514838504,0,2,0
9.412789208399783,19.734928449040638,1.9625238044222235,11.905393827387584,-0.8371529691506767,12.130299800553413,1,1,1
62.716760930636646,-27.779541917070443,0.5942928982792204,-27.09070749365069,1.0276249513747953,30.277512827196716,2,2,0
21.199791750292697,5.776192708923183,1.6959907637148297,-7.349952230794791,-1.376136348109406,53.24709078838974,0,1,0
11.179901333601554,-16.199469762737817,1.3917974600650087,22.584581852698648,-2.5126221911599638,56.441658777974766,1,1,0
95.14412603906666,-22.765986853363273,2.9160159888946113,-35.87643922021567,2.9554907729265807,60.0583196987136,1,2,0
96.73504314208314,-25.38280790224745,1.8255818180893997,-19.993250151925896,-2.062790952416404,16.625533034970065,2,1,0
81.79774807106381,11.777326552688386,1.0485191162604564,-20.131280238073174,2.9305259637808865,37.97374048216488,0,1,0
33.93830807147022,-9.607502173916032,0.3422873546638001,-6.1182965164944605,2.8636795953986836,61.71942271169667,1,1,0
14.278850830606467,13.486006291725687,0.4537404862048037,43.23318668479665,1.7629086234482383,96.98188646337847,2,1,1
70.0021375186549,-26.078619552063458,0.6759507898537053,-38.924770798456024,0.9565377724919855,72.76311376996887,1,2,0
46.81448690526212,-11.082579730163381,0.752899984020894,1.6830894942535508,0.4668423015065084,92.26037570939579,0,0,0
16.593632310253987,2.3694775425202295,2.5518481735234135,-28.85717861890106,2.1966092722670076,76.2212058314177,2,0,0
52.04180646057067,17.443389890337812,1.6836683648475748,42.360889086876966,-1.2633628702830724,59.171696889240046,1,1,0
8.266909505945748,-10.874849824075806,1.5701727341230993,-34.80268457452822,-0.19391272509073776,19.202336913634454,2,1,2
91.38543819748429,7.553482586220547,0.3443066156076524,-8.675909787456789,0.7163398161990115,66.66856518925131,0,1,0
29.584098252001606,23.15866489417123,2.580419080048305,21.40964863511455,-0.5328571447830535,62.337956595990704,2,0,0
67.9396170136283,6.951791290938274,2.168442909625451,18.409898522470073,-0.43508127545839237,60.24691704572665,0,1,0
34.61255222849404,-16.022431514781974,0.20300508570000475,-6.954422679546099,-1.0182919949874936,48.978586798824075,1,2,0
54.406462011892025,-28.535953106607717,2.1235052916893062,-13.81282488425536,0.38539090010721644,52.86566039892756,0,2,0
56.937476537611566,22.205932434055796,1.6306146520279383,-9.21488593024165,2.103447168090696,33.44425271181041,1,2,0
22.561173274925068,-28.72383534897677,0.24517603724033477,-21.215136315722464,-1.790829731962123,51.931269264230316,1,0,0
97.11053963763307,22.482100361051963,1.3749019245859695,-26.520035516388017,2.606598232520648,19.755590567847825,0,1,0
78.63761821930588,1.736228041632721,1.454088861390141,-1.5264272196999045,1.1345259224893782,80.51743973603767,1,1,0
94.25239944859797,26.344061910773767,0.49732362048982726,-20.83196195391534,1.9396392760801806,18.577695469870783,2,1,0
90.00859829062664,17.926994146419922,2.837094441000847,-19.12845015924749,0.33714415578007007,8.496628988946641,1,0,0
61.80049798705309,29.876046632000246,2.549926114441986,14.108045712710137,1.6771002085443811,43.62460263571574,0,0,0
92.5780523271961,-8.957291072897391,2.007067011987325,42.16835985299029,-2.9027976159631965,65.83074395060619,2,0,0
13.406787694932353,16.031297335867613,1.3868866830018216,9.327348050343758,1.9102825486772108,43.771682493354135,2,0,1
23.618371929818792,-5.884145183445469,1.2352966247535255,-38.07184796415304,-2.759166845487801,27.67541319513086,1,2,0
9.296592446501116,-1.207462781765468,1.9529204014528625,-38.197474753133974,2.3394802581771748,55.817118389044076,1,0,2
35.90638142251011,7.650327793102207,1.6362956082207165,40.628089876100944,2.9517764834318596,34.700233541219994,0,0,0
41.924342520500794,22.420626851180323,0.18681931764565685,-18.243828872339975,-1.235595226939333,93.28676901266331,2,0,0
30.778158018520113,29.04500815195771,1.537507946310995,-36.71397125257721,-1.738088662285238,92.2645139603572,0,1,0
83.73006336943328,16.09640483187109,2.4192108516985185,8.914012843534337,1.592180183148244,50.23718199720955,1,1,0
38.89156603589098,-4.933993069959975,1.3777196327908743,11.128390046123947,-1.4818419544784807,32.78839940182585,2,1,0
31.688778420301173,-4.7185798633757905,0.15586973266280524,13.365433810681935,2.193374299033221,73.71324139566391,0,2,0
56.5561279000336,14.254938095333486,2.3588345981520993,-20.933817492821284,-2.3829444470551397,3.671294348306664,0,2,0
18.387801372602453,-15.673371253901859,0.6040913464079232,-43.640038420697245,-2.2442688217238507,47.47690060436513,0,0,0
81.20871317163378,-23.37155321211632,0.7758625046641163,41.85138325090247,2.8749093306036935,33.63233942703335,0,1,0
12.082311149578228,-8.72267054155341,0.4941190602968877,-22.419625887800777,1.0430333896200281,92.05358851025547,0,2,0
98.75425897704915,-12.765660500755097,0.9906451946144926,15.842365924729272,2.0813233465737166,1.2003027272682543,2,1,0
78.36325308318246,-12.221512772640594,2.270254517065905,18.596688289083865,-1.054023735890892,55.28148757183491,0,2,0
23.87798974574638,-15.983534937005404,1.558157578511812,9.900667537153716,1.0589024971236265,74.0663581066626,2,2,0
5.524601126742228,-27.474408621818288,0.6146438224521377,-16.83833452077166,0.5654509638515832,48.50179875240413,0,0,2
82.46883570320925,-28.927563915995172,2.6334902344561226,-20.60133716123408,0.618900720737682,8.540303016272166,1,0,0
72.15144766552362,29.263343384161892,2.6387455648545877,8.790145443243283,1.095194757226329,97.24613900279022,1,2,0
74.2556809638938,-4.33361197584826,2.6117352751380207,32.94860702505224,0.4521550387745914,51.801043137609796,0,0,0
78.27068293516484,-6.940401170419101,0.7163886341446178,40.206035603105605,-0.4256257841840041,61.41862443190114,1,2,0
12.034241914738583,10.77883696158419,1.3537180325429643,-35.46847760366181,-1.344463833716719,23.660978270750732,2,2,1
39.0542442117059,-16.90476672809615,2.9549689684226252,-31.065424866205213,1.6114879854792123,48.34980851068038,0,1,0
16.00756065488732,26.997671037013518,2.316037428929971,40.026263290477175,-1.6423654199808828,42.914949195832186,2,0,1
86.99482545818138,17.180700864933122,0.08150226367667945,21.288170550131326,1.154125836926485,7.489584200198374,0,0,0
64.21332204861801,-24.635339861264427,0.19561377378147615,34.46944423467957,-1.6000030641040401,10.616035354746723,1,0,0
36.43531236100167,-4.9451534529043,1.3917941304369983,-26.763062927819117,0.7519810197267232,83.74725196187745,2,1,0
